gene_id,mean_hydrated,mean_dehydrated,mean_rehydrated,log2FC,pvalue,cp_hyd_r1,cp_hyd_r3,cp_wc2_r2,cp_wc2_r3,cp_wc60_r1,cp_wc60_r2,cp_wc60_r3,cp_rehyd_r1,cp_rehyd_r2,cp_rehyd_r3,padj
Cp_V2_contig_44248,0.0,2.189,0.0,4.5169,0.37390096630005887,0.0,0.0,10.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_4425,86.431,412.355,354.387,2.2529,0.1379924684075557,0.0,172.862,391.553,520.285,367.332,389.055,393.551,365.192,389.973,307.995,0.7818663273930058
Cp_V2_contig_44250,0.0,2.283,4.101,4.5749,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,0.0,11.416,12.304,0.0,0.0,0.7818663273930058
Cp_V2_contig_44257,6.053,8.743,0.0,0.5232,0.7523122944313054,0.0,12.107,0.0,12.165,24.229,7.322,0.0,0.0,0.0,0.0,0.9707117451511569
Cp_V2_contig_44258,2.926,0.0,0.0,-4.9196,0.5000000000000001,0.0,5.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_44259,0.0,12.175,27.708,6.9395,0.3521997444906413,0.0,0.0,58.432,0.0,0.0,2.441,0.0,0.0,51.244,31.879,0.7818663273930058
Cp_V2_contig_44261,0.0,2.881,4.884,4.8976,0.20298051073629833,0.0,0.0,0.0,9.385,0.0,5.019,0.0,0.0,0.0,14.652,0.7818663273930058
Cp_V2_contig_44262,5.893,1.452,6.335,-1.9492,0.5865552038644812,0.0,11.786,0.0,7.26,0.0,0.0,0.0,11.976,0.0,7.029,0.9183181427807923
Cp_V2_contig_44265,23.612,23.946,15.749,0.0201,0.9910398555934875,0.0,47.224,31.898,22.662,24.907,30.112,10.148,12.14,29.068,6.039,1.0
Cp_V2_contig_44271,4.009,7.444,6.234,0.8766,0.5922856316447986,0.0,8.018,5.002,0.0,0.0,9.384,22.833,18.703,0.0,0.0,0.9196063751807371
Cp_V2_contig_44274,4.931,10.349,3.992,1.0545,0.46786479088040467,0.0,9.862,10.729,4.774,0.0,12.616,23.626,11.976,0.0,0.0,0.8811143061996468
Cp_V2_contig_44275,0.0,0.0,4.158,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.474,1.0
Cp_V2_contig_44279,20.285,30.174,33.78,0.5706,0.7129323317147118,0.0,40.57,44.803,20.112,12.03,21.759,52.167,0.0,51.344,49.996,0.9578801832992618
Cp_V2_contig_4428,2.846,0.0,8.039,-4.8808,0.5000000000000001,0.0,5.693,0.0,0.0,0.0,0.0,0.0,24.116,0.0,0.0,0.8811143061996468
Cp_V2_contig_44285,3.007,0.0,0.0,-4.9573,0.5000000000000001,0.0,6.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_44286,0.0,7.838,0.0,6.3108,0.22729774454824905,0.0,0.0,28.092,0.0,0.0,0.0,11.099,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44287,0.0,4.24,2.023,5.4396,0.27992155134488084,0.0,0.0,0.0,0.0,0.0,3.678,17.521,6.07,0.0,0.0,0.7818663273930058
Cp_V2_contig_44288,0.0,7.564,9.359,6.2601,0.30420883813820954,0.0,0.0,0.0,4.84,0.0,0.0,32.981,0.0,6.593,21.483,0.7818663273930058
Cp_V2_contig_44292,25.296,20.214,19.224,-0.3221,0.8750945027161393,0.0,50.592,49.37,13.261,6.438,10.278,21.723,0.0,39.357,18.315,1.0
Cp_V2_contig_44299,5.853,1.471,0.0,-1.9217,0.5885805314162146,0.0,11.706,0.0,0.0,0.0,7.356,0.0,0.0,0.0,0.0,0.9189827703725201
Cp_V2_contig_443,11.465,95.693,262.425,3.0501,0.13237469628041418,0.0,22.931,61.477,20.733,23.212,260.149,112.896,610.293,62.931,114.05,0.7818663273930058
Cp_V2_contig_44300,5.933,1.024,0.0,-2.4238,0.5581891915482403,0.0,11.866,0.0,0.0,0.0,5.122,0.0,0.0,0.0,0.0,0.9078846173048445
Cp_V2_contig_44304,0.0,1.004,4.101,3.4643,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.019,0.0,12.304,0.0,0.0,0.7818663273930058
Cp_V2_contig_44309,0.0,0.0,8.587,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.976,13.785,0.0,1.0
Cp_V2_contig_44311,0.0,2.933,0.0,4.9225,0.2774866506235014,0.0,0.0,0.0,0.0,0.0,2.612,12.051,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44313,0.0,1.426,7.316,3.9315,0.37390096630005887,0.0,0.0,0.0,7.129,0.0,0.0,0.0,0.0,7.592,14.355,0.7818663273930058
Cp_V2_contig_44315,7.216,5.904,27.354,-0.2851,0.8878727364531996,0.0,14.432,9.207,5.101,0.0,15.211,0.0,33.96,26.221,21.879,1.0
Cp_V2_contig_44317,108.52,25.663,23.724,-2.0759,0.583620776581732,0.0,217.039,0.0,0.0,0.0,39.359,88.953,52.991,7.292,10.89,0.9173929498916831
Cp_V2_contig_44322,0.0,2.391,14.601,4.6388,0.27894158611372794,0.0,0.0,9.859,0.0,0.0,2.097,0.0,43.803,0.0,0.0,0.7818663273930058
Cp_V2_contig_44324,8.779,0.491,7.304,-3.9104,0.518002576256313,0.0,17.559,0.0,2.453,0.0,0.0,0.0,0.0,14.684,7.227,0.8965053644732176
Cp_V2_contig_44331,3.047,3.474,3.664,0.1837,0.919046731997221,0.0,6.093,0.0,7.064,0.0,0.0,10.307,10.992,0.0,0.0,1.0
Cp_V2_contig_44334,0.0,11.598,18.807,6.8702,0.16530147960595742,0.0,0.0,18.124,4.349,0.0,0.0,35.518,12.468,43.952,0.0,0.7818663273930058
Cp_V2_contig_44335,5.773,0.0,2.397,-5.876,0.5000000000000001,0.0,11.546,0.0,0.0,0.0,0.0,0.0,0.0,7.192,0.0,0.8811143061996468
Cp_V2_contig_44336,2.967,0.515,0.0,-2.3186,0.5585025357553735,0.0,5.933,2.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078846173048445
Cp_V2_contig_44338,0.0,4.557,3.962,5.5412,0.17923438451552873,0.0,0.0,10.584,0.0,12.199,0.0,0.0,0.0,11.887,0.0,0.7818663273930058
Cp_V2_contig_44339,5.973,0.0,0.0,-5.9244,0.5000000000000001,0.0,11.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_44340,0.0,57.917,25.736,9.1803,0.0770861126715081,0.0,0.0,40.09,91.859,135.886,10.175,11.575,0.0,42.853,34.354,0.7818663273930058
Cp_V2_contig_44341,0.0,6.543,7.304,6.0539,0.17935348158824366,0.0,0.0,15.152,0.0,0.0,17.566,0.0,0.0,14.684,7.227,0.7818663273930058
Cp_V2_contig_44342,0.0,1.024,0.0,3.491,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.122,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44349,0.0,6.987,0.0,6.1471,0.22771470311338546,0.0,0.0,9.859,0.0,25.076,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_4435,115.856,213.762,223.716,0.8831,0.5515919174319083,0.0,231.712,194.0,157.426,223.144,220.721,273.52,175.705,282.391,213.052,0.9078846173048445
Cp_V2_contig_44353,0.0,0.798,6.071,3.1666,0.3739009663000589,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,10.888,7.326,0.7818663273930058
Cp_V2_contig_44354,31.67,12.518,24.476,-1.3322,0.6530130823863999,0.0,63.34,27.114,0.0,0.0,35.475,0.0,0.0,29.767,43.66,0.9398683028460356
Cp_V2_contig_44355,0.0,7.725,0.0,6.2901,0.19072207603751393,0.0,0.0,0.0,0.0,0.0,15.159,23.467,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44361,0.0,0.0,21.208,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.668,33.958,1.0
Cp_V2_contig_44364,5.853,13.879,29.878,1.2316,0.43916238914139427,0.0,11.706,0.0,13.179,0.0,16.259,39.958,54.795,10.189,24.652,0.8620180375138043
Cp_V2_contig_44366,0.0,7.378,0.0,6.2246,0.16753005727610387,0.0,0.0,0.0,0.0,22.704,2.612,11.575,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44369,0.0,2.282,9.073,4.5744,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,11.412,0.0,12.468,0.0,14.751,0.7818663273930058
Cp_V2_contig_44379,5.973,9.419,0.0,0.6483,0.709775774483775,0.0,11.946,32.478,0.0,0.0,8.748,5.867,0.0,0.0,0.0,0.9574985077548025
Cp_V2_contig_44382,0.0,12.947,9.956,7.0276,0.05444851640113849,0.0,0.0,29.506,8.535,12.877,13.819,0.0,0.0,29.867,0.0,0.7818663273930058
Cp_V2_contig_44383,0.0,3.324,0.0,5.0977,0.2052158774974834,0.0,0.0,0.0,2.355,11.86,2.406,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44386,0.0,1.754,0.0,4.2129,0.37390096630005887,0.0,0.0,8.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44387,5.813,5.313,0.0,-0.1275,0.9503128332045409,0.0,11.626,0.0,4.84,0.0,0.0,21.723,0.0,0.0,0.0,1.0
Cp_V2_contig_44390,0.0,9.452,14.189,6.5778,0.06807470647665644,0.0,0.0,10.874,9.712,0.0,4.159,22.516,23.788,7.592,11.187,0.7818663273930058
Cp_V2_contig_44391,0.0,3.199,8.89,5.0439,0.2260276896772484,0.0,0.0,0.0,4.578,0.0,0.0,11.416,0.0,26.671,0.0,0.7818663273930058
Cp_V2_contig_44392,12.347,38.6,0.0,1.6365,0.40908350551464095,0.0,24.695,0.0,0.0,0.0,59.331,133.668,0.0,0.0,0.0,0.8259591034954594
Cp_V2_contig_44395,2.967,19.8,2.31,2.6981,0.14814785742569583,0.0,5.933,0.0,4.774,12.199,49.362,32.664,0.0,0.0,6.93,0.7818663273930058
Cp_V2_contig_44398,7.416,15.104,17.049,1.0164,0.4784286658283995,0.0,14.833,24.939,16.547,12.369,9.934,11.734,0.0,29.068,22.077,0.8811143061996468
Cp_V2_contig_44399,0.0,41.357,4.928,8.6955,0.13986760571297324,0.0,0.0,10.584,84.305,106.913,4.984,0.0,0.0,14.784,0.0,0.7818663273930058
Cp_V2_contig_444,641.59,471.821,757.888,-0.4433,0.83540435951227,0.0,1283.181,388.375,372.13,436.715,490.931,670.955,1319.732,515.436,438.496,1.0
Cp_V2_contig_44400,0.0,1.892,4.421,4.316,0.1597095107120357,0.0,0.0,0.0,2.224,0.0,1.289,5.946,6.234,0.0,7.029,0.7818663273930058
Cp_V2_contig_44401,0.0,2.326,6.271,4.6003,0.17858755103111243,0.0,0.0,5.51,0.0,0.0,6.119,0.0,0.0,11.487,7.326,0.7818663273930058
Cp_V2_contig_44402,4.771,0.962,0.0,-2.1966,0.5690458060322676,0.0,9.541,0.0,0.0,0.0,4.812,0.0,0.0,0.0,0.0,0.9105778620886649
Cp_V2_contig_44403,5.292,6.417,5.61,0.2735,0.8743025663405674,0.0,10.583,0.0,4.349,0.0,16.637,11.099,0.0,0.0,16.83,1.0
Cp_V2_contig_44404,3.047,1.916,4.761,-0.6421,0.7849515913801421,0.0,6.093,0.0,9.582,0.0,0.0,0.0,0.0,14.284,0.0,0.9826642832662787
Cp_V2_contig_44405,0.0,2.778,0.0,4.8471,0.27748663511197963,0.0,0.0,0.0,0.0,0.0,2.475,11.416,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44407,0.0,0.0,2.364,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.092,0.0,1.0
Cp_V2_contig_44410,0.0,1.004,2.464,3.4643,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.019,0.0,0.0,7.392,0.0,0.7818663273930058
Cp_V2_contig_44411,5.893,1.996,2.081,-1.5159,0.6265626471613038,0.0,11.786,8.736,1.243,0.0,0.0,0.0,0.0,6.243,0.0,0.9336453966898096
Cp_V2_contig_44413,0.0,7.325,4.062,6.2144,0.21623470061120237,0.0,0.0,0.0,11.38,25.246,0.0,0.0,0.0,12.187,0.0,0.7818663273930058
Cp_V2_contig_44416,0.0,2.088,0.0,4.4515,0.3739009663000589,0.0,0.0,10.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44420,0.0,5.02,0.0,5.6782,0.10532773976946988,0.0,0.0,5.292,6.933,12.877,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44422,0.0,3.993,7.403,5.3551,0.24551130718803282,0.0,0.0,0.0,4.84,0.0,15.125,0.0,0.0,14.684,7.524,0.7818663273930058
Cp_V2_contig_44423,11.826,9.024,0.0,-0.3865,0.8533620329739462,0.0,23.652,7.431,4.84,0.0,10.966,21.882,0.0,0.0,0.0,1.0
Cp_V2_contig_44429,0.0,2.372,0.0,4.6276,0.37390096630005887,0.0,0.0,0.0,0.0,11.86,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44430,0.0,1.265,0.0,3.7708,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,6.325,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44434,11.706,2.282,0.0,-2.309,0.566482725293746,0.0,23.412,0.0,0.0,0.0,11.412,0.0,0.0,0.0,0.0,0.9098669149359035
Cp_V2_contig_44435,5.973,1.764,2.409,-1.7039,0.6078329124514238,0.0,11.946,0.0,6.311,0.0,2.509,0.0,0.0,0.0,7.227,0.9275323175979584
Cp_V2_contig_44436,2.926,17.231,21.625,2.5176,0.2077258026258615,0.0,5.853,50.711,9.549,0.0,2.269,23.626,0.0,36.66,28.216,0.7818663273930058
Cp_V2_contig_44438,6.093,12.976,2.531,1.0781,0.4768571268617624,0.0,12.187,5.51,7.194,0.0,18.562,33.615,0.0,7.592,0.0,0.8811143061996468
Cp_V2_contig_44439,2.926,31.106,16.29,3.3661,0.032522249179598506,0.0,5.853,34.581,33.568,61.335,14.472,11.575,0.0,7.092,41.779,0.7818663273930058
Cp_V2_contig_44450,0.0,3.342,0.0,5.105,0.21235962259393498,0.0,0.0,5.365,0.0,0.0,11.344,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44459,4.089,8.418,0.0,1.024,0.5344818602239562,0.0,8.178,10.729,5.134,0.0,26.228,0.0,0.0,0.0,0.0,0.9026977488029085
Cp_V2_contig_44462,0.0,0.961,2.431,3.4079,0.37390096630005887,0.0,0.0,0.0,4.807,0.0,0.0,0.0,0.0,7.292,0.0,0.7818663273930058
Cp_V2_contig_44463,0.0,1.469,2.145,3.9722,0.22064099985326263,0.0,0.0,5.147,0.0,0.0,2.2,0.0,0.0,0.0,6.435,0.7818663273930058
Cp_V2_contig_44466,2.646,2.884,0.0,0.1198,0.9505565307614878,0.0,5.292,0.0,11.805,0.0,2.612,0.0,0.0,0.0,0.0,1.0
Cp_V2_contig_44468,0.0,3.573,0.0,5.1987,0.2174457458188964,0.0,0.0,0.0,5.494,12.369,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44475,0.0,3.041,2.497,4.9733,0.20994445137669315,0.0,0.0,10.222,0.0,0.0,4.984,0.0,0.0,7.492,0.0,0.7818663273930058
Cp_V2_contig_44476,0.0,1.017,4.917,3.4822,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.087,0.0,0.0,0.0,14.751,0.7818663273930058
Cp_V2_contig_44478,3.007,2.16,5.305,-0.4588,0.8390749875284429,0.0,6.013,10.802,0.0,0.0,0.0,0.0,15.914,0.0,0.0,1.0
Cp_V2_contig_4448,53.598,21.443,10.491,-1.3177,0.655523586267466,0.0,107.197,39.655,4.873,0.0,17.497,45.19,24.28,7.192,0.0,0.940323564069077
Cp_V2_contig_44484,18.721,6.547,22.17,-1.5016,0.6321054796421509,0.0,37.443,18.305,4.202,0.0,10.227,0.0,0.0,14.484,52.026,0.9340927246707945
Cp_V2_contig_44487,0.0,7.971,7.27,6.3346,0.09622424141618362,0.0,0.0,5.292,2.485,20.501,0.0,11.575,0.0,14.584,7.227,0.7818663273930058
Cp_V2_contig_44491,2.846,0.0,0.0,-4.8808,0.5000000000000001,0.0,5.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_44494,0.0,1.158,0.0,3.6527,0.37390096630005887,0.0,0.0,0.0,5.788,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44496,0.0,1.21,0.0,3.7115,0.37390096630005887,0.0,0.0,0.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44498,0.0,9.339,3.773,6.5606,0.28570132441037416,0.0,0.0,0.0,4.709,39.478,2.509,0.0,11.32,0.0,0.0,0.7818663273930058
Cp_V2_contig_445,73.416,23.885,60.931,-1.6159,0.6219179878730567,0.0,146.831,28.394,35.416,0.0,28.657,26.956,109.071,22.076,51.646,0.9327402672475437
Cp_V2_contig_44507,5.733,0.488,0.0,-3.31,0.5276760709367981,0.0,11.465,0.0,0.0,0.0,2.441,0.0,0.0,0.0,0.0,0.9003853308095706
Cp_V2_contig_44510,5.372,0.488,0.0,-3.2178,0.5295912084453414,0.0,10.744,0.0,0.0,0.0,2.441,0.0,0.0,0.0,0.0,0.9005779589345836
Cp_V2_contig_44511,0.0,1.004,4.917,3.4643,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.019,0.0,0.0,0.0,14.751,0.7818663273930058
Cp_V2_contig_44519,0.0,5.142,0.0,5.7119,0.060895216699159545,0.0,0.0,4.93,6.9,0.0,2.303,11.575,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_4452,0.0,5.015,0.0,5.6767,0.37390096630005887,0.0,0.0,0.0,0.0,25.076,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44521,19.683,20.312,11.648,0.0451,0.9799838613563859,0.0,39.367,28.564,13.113,0.0,37.366,22.516,34.944,0.0,0.0,1.0
Cp_V2_contig_44522,0.0,0.0,8.093,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.28,0.0,0.0,1.0
Cp_V2_contig_44531,7.015,18.766,2.098,1.4067,0.4849130491640447,0.0,14.031,16.022,4.611,73.195,0.0,0.0,0.0,6.293,0.0,0.8811143061996468
Cp_V2_contig_44534,0.0,3.828,0.0,5.2955,0.1900921058124571,0.0,0.0,0.0,0.0,0.0,7.562,11.575,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44540,4.43,10.091,9.502,1.1698,0.40122793980591553,0.0,8.86,19.284,12.034,0.0,7.562,11.575,12.468,0.0,16.038,0.817717710094997
Cp_V2_contig_44545,5.933,5.995,5.061,0.0147,0.9941488712382437,0.0,11.866,0.0,2.355,25.076,2.544,0.0,0.0,15.183,0.0,1.0
Cp_V2_contig_4455,35.037,59.387,68.856,0.7596,0.6119770650134194,0.0,70.075,72.424,72.663,36.598,69.265,45.983,22.64,87.205,96.725,0.9282141422572028
Cp_V2_contig_44556,0.0,1.962,0.0,4.366,0.37390096630005887,0.0,0.0,0.0,9.811,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44559,0.0,0.0,2.531,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.592,0.0,1.0
Cp_V2_contig_44561,2.886,1.3,0.0,-1.0932,0.6799301371114059,0.0,5.773,0.0,3.99,0.0,2.509,0.0,0.0,0.0,0.0,0.9494235229839194
Cp_V2_contig_44562,8.619,4.765,6.598,-0.8416,0.733139408461262,0.0,17.238,5.437,4.709,0.0,13.681,0.0,12.468,0.0,7.326,0.9638171570487918
Cp_V2_contig_44565,0.0,0.922,8.336,3.3536,0.37390096630005887,0.0,0.0,0.0,4.611,0.0,0.0,0.0,0.0,17.781,7.227,0.7818663273930058
Cp_V2_contig_44566,0.0,0.0,4.773,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.192,7.128,1.0
Cp_V2_contig_44567,0.0,7.522,0.0,6.2521,0.16172482430036608,0.0,0.0,8.772,0.0,0.0,5.053,23.784,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44569,0.0,0.0,4.752,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.256,1.0
Cp_V2_contig_44573,11.546,3.851,2.531,-1.5596,0.6244080706933471,0.0,23.091,0.0,4.644,0.0,14.609,0.0,0.0,7.592,0.0,0.9336453966898096
Cp_V2_contig_44579,0.0,0.522,7.259,2.6381,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,2.612,0.0,0.0,21.776,0.0,0.7818663273930058
Cp_V2_contig_4458,93.326,170.404,169.019,0.8679,0.5875808738909453,0.0,186.652,53.212,27.829,11.352,378.76,380.866,478.719,13.585,14.751,0.9186962880568925
Cp_V2_contig_44582,3.047,2.315,2.531,-0.3818,0.8639474154240652,0.0,6.093,0.0,0.0,0.0,0.0,11.575,0.0,7.592,0.0,1.0
Cp_V2_contig_44583,4.129,5.322,0.0,0.3585,0.8285607490047092,0.0,8.258,0.0,6.998,0.0,7.562,12.051,0.0,0.0,0.0,0.9973706666337618
Cp_V2_contig_44586,0.0,1.017,0.0,3.4822,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.087,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44588,2.967,0.777,7.219,-1.8062,0.5929004550804178,0.0,5.933,0.0,0.0,0.0,3.884,0.0,21.656,0.0,0.0,0.9196063751807371
Cp_V2_contig_44589,0.0,10.855,2.531,6.7755,0.0381366119714246,0.0,0.0,8.265,7.227,12.877,2.441,23.467,0.0,7.592,0.0,0.7818663273930058
Cp_V2_contig_44593,0.0,6.821,0.0,6.1129,0.030817074952105592,0.0,0.0,10.657,4.709,0.0,7.322,11.416,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44597,4.73,11.837,17.651,1.3052,0.47397486569825753,0.0,9.461,40.888,15.958,0.0,2.337,0.0,24.116,14.085,14.751,0.8811143061996468
Cp_V2_contig_446,52.997,149.464,117.978,1.4941,0.2893932884805499,0.0,105.994,101.785,173.581,220.772,137.018,114.165,72.185,110.08,171.67,0.7818663273930058
Cp_V2_contig_44602,0.0,8.185,7.392,6.3724,0.15388852715863469,0.0,0.0,10.657,0.0,25.076,5.191,0.0,0.0,22.176,0.0,0.7818663273930058
Cp_V2_contig_44603,0.0,4.947,0.0,5.6575,0.37390096630005887,0.0,0.0,0.0,0.0,24.737,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44607,0.0,5.971,0.0,5.9238,0.2870087746339751,0.0,0.0,0.0,0.0,25.076,4.778,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44612,0.0,1.904,2.442,4.3251,0.3739009663000589,0.0,0.0,0.0,0.0,0.0,9.522,0.0,0.0,0.0,7.326,0.7818663273930058
Cp_V2_contig_44613,0.0,0.0,3.992,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.976,0.0,0.0,1.0
Cp_V2_contig_44614,0.0,3.839,8.953,5.2998,0.3739009663000589,0.0,0.0,0.0,19.196,0.0,0.0,0.0,11.976,14.884,0.0,0.7818663273930058
Cp_V2_contig_44615,2.926,3.767,0.0,0.3536,0.8411422986273828,0.0,5.853,0.0,7.26,0.0,0.0,11.575,0.0,0.0,0.0,1.0
Cp_V2_contig_44620,0.0,15.882,14.267,7.3203,0.1542585485754943,0.0,0.0,15.587,10.89,50.322,2.612,0.0,0.0,14.784,28.018,0.7818663273930058
Cp_V2_contig_44624,0.0,4.693,0.0,5.583,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,0.0,23.467,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_4463,34.115,180.416,418.016,2.3994,0.11233012838524464,0.0,68.231,430.592,196.995,144.866,37.503,92.125,24.445,756.572,473.032,0.7818663273930058
Cp_V2_contig_44635,5.572,19.798,4.884,1.8106,0.17604119059970616,0.0,11.145,15.804,0.0,20.163,22.275,40.75,0.0,0.0,14.652,0.7818663273930058
Cp_V2_contig_4464,3.087,4.778,0.0,0.6142,0.7788277323801935,0.0,6.174,0.0,0.0,23.89,0.0,0.0,0.0,0.0,0.0,0.9805343188630085
Cp_V2_contig_44640,5.091,1.011,0.0,-2.2247,0.5678101523253377,0.0,10.182,0.0,0.0,0.0,5.053,0.0,0.0,0.0,0.0,0.9101327633131598
Cp_V2_contig_44641,0.0,2.01,11.867,4.3989,0.2432081688735802,0.0,0.0,0.0,2.485,0.0,7.562,0.0,35.6,0.0,0.0,0.7818663273930058
Cp_V2_contig_44642,0.0,0.0,2.376,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.128,1.0
Cp_V2_contig_44645,0.0,1.568,0.0,4.06,0.21435029694326815,0.0,0.0,5.365,0.0,0.0,2.475,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44650,8.86,8.289,2.464,-0.0949,0.9593213298370996,0.0,17.719,10.512,11.773,6.438,1.306,11.416,0.0,7.392,0.0,1.0
Cp_V2_contig_44651,8.86,3.852,2.475,-1.1807,0.6724545283337987,0.0,17.719,14.717,4.546,0.0,0.0,0.0,0.0,0.0,7.425,0.9461523752914535
Cp_V2_contig_44652,0.0,2.047,0.0,4.4246,0.17846497257303473,0.0,0.0,5.365,4.873,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_44662,0.0,4.747,4.265,5.599,0.09279376036788024,0.0,0.0,0.0,7.292,11.183,5.259,0.0,12.796,0.0,0.0,0.7818663273930058
Cp_V2_contig_44664,5.933,0.0,0.0,-5.9148,0.5000000000000001,0.0,11.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_44666,2.806,5.466,4.356,0.9376,0.6831227210759604,0.0,5.612,27.331,0.0,0.0,0.0,0.0,0.0,0.0,13.068,0.9499607434169755
Cp_V2_contig_44669,5.973,3.057,0.0,-0.944,0.7119011360347859,0.0,11.946,5.075,0.0,0.0,10.209,0.0,0.0,0.0,0.0,0.9577548453860574
Cp_V2_contig_44673,0.0,0.0,2.145,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.435,1.0
Cp_V2_contig_44678,0.0,28.465,63.764,8.1581,0.09710286902042846,0.0,0.0,63.507,53.402,25.415,0.0,0.0,0.0,57.737,133.554,0.7818663273930058
Cp_V2_contig_4468,74.444,165.156,289.661,1.1485,0.416382840186509,0.0,148.889,67.929,124.267,104.371,265.684,263.53,774.843,43.253,50.887,0.8349511676674702
Cp_V2_contig_44680,22.971,15.518,49.443,-0.5628,0.801502204791493,0.0,45.941,21.604,2.224,0.0,18.562,35.201,24.609,29.767,93.953,0.9897336474359563
Cp_V2_contig_44682,2.967,8.338,2.376,1.4603,0.4921348779890801,0.0,5.933,0.0,4.546,0.0,2.578,34.567,0.0,0.0,7.128,0.8811143061996468
Cp_V2_contig_44683,0.0,1.498,4.928,3.9981,0.19995876348675348,0.0,0.0,2.682,4.807,0.0,0.0,0.0,0.0,14.784,0.0,0.7818663273930058
Cp_V2_contig_44687,0.0,0.0,8.093,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.28,0.0,0.0,1.0
Cp_V2_contig_44688,0.0,0.0,3.763,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.288,0.0,1.0
